date,region_id,admissions,age_group,sex,temp_mean,temp_min,temp_max,dew_point,rel_humidity,pm25,is_holiday
2022-09-15,R1,12,45-54,M,26.8,22.1,33.7,22.2,76,5.0,0
2022-09-16,R1,6,45-54,M,30.3,25.3,36.2,20.4,55,9.4,0
2022-09-17,R1,11,65-74,M,23.9,19.4,26.1,18.0,69,10.9,0
2022-09-18,R1,8,75-84,M,23.7,18.3,29.4,14.6,56,15.2,0
2022-09-19,R1,9,65-74,F,20.2,16.3,23.2,11.5,57,18.5,0
2022-09-20,R1,13,85+,M,23.0,18.0,27.4,12.5,51,15.5,0
2022-09-21,R1,14,85+,F,23.5,17.9,29.7,22.7,95,8.3,0
2022-09-22,R1,10,65-74,M,24.5,19.9,26.9,16.7,61,9.7,0
2022-09-23,R1,12,65-74,M,24.2,21.3,28.0,18.3,69,9.5,0
2022-09-24,R1,10,45-54,F,23.5,17.6,29.2,17.7,69,18.5,0
2022-09-25,R1,11,45-54,F,23.0,18.7,28.5,14.7,59,8.8,0
2022-09-26,R1,12,65-74,M,28.3,22.3,34.9,19.1,57,5.0,0
2022-09-27,R1,10,65-74,M,26.9,21.6,30.5,19.6,64,8.2,0
2022-09-28,R1,13,65-74,M,24.7,18.8,27.0,17.2,62,17.1,0
2022-09-29,R1,5,65-74,F,25.5,20.5,31.0,17.2,59,7.2,0
2022-09-30,R1,8,55-64,M,25.0,20.4,29.5,18.6,67,15.1,0
2022-10-01,R1,12,75-84,M,27.9,24.2,33.4,24.9,84,19.4,0
2022-10-02,R1,11,45-54,F,27.1,19.9,29.8,16.7,53,15.7,0
2022-10-03,R1,8,85+,F,25.4,20.6,29.8,14.7,51,12.9,0
2022-10-04,R1,9,85+,F,19.9,14.9,27.8,16.1,78,8.8,0
2022-10-05,R1,13,65-74,M,29.0,24.2,34.0,20.6,60,17.4,0
2022-10-06,R1,13,75-84,M,18.8,14.1,25.0,12.9,68,17.0,0
2022-10-07,R1,17,45-54,M,27.8,22.8,34.5,17.0,52,18.9,0
2022-10-08,R1,13,85+,M,25.6,20.3,30.4,14.3,49,10.3,0
2022-10-09,R1,7,45-54,F,24.2,18.5,30.0,7.0,33,11.6,0
2022-10-10,R1,10,45-54,F,28.5,24.8,35.8,16.2,47,12.6,0
2022-10-11,R1,13,65-74,M,23.3,18.8,29.2,21.0,87,17.9,0
2022-10-12,R1,10,75-84,M,27.4,24.1,31.6,19.0,59,14.6,0
2022-10-13,R1,10,85+,M,26.2,20.2,28.1,17.0,57,18.0,0
2022-10-14,R1,9,65-74,M,17.0,11.6,20.1,13.0,76,18.6,0
2022-10-15,R1,8,45-54,F,25.3,21.5,30.9,8.9,35,5.0,0
2022-10-16,R1,13,45-54,F,25.9,20.1,29.0,8.4,33,12.5,0
2022-10-17,R1,12,55-64,M,19.5,15.2,23.0,3.5,34,13.6,0
2022-10-18,R1,15,65-74,F,20.5,16.3,25.6,12.0,58,28.5,0
2022-10-19,R1,8,55-64,F,23.2,18.6,29.1,13.2,53,12.3,0
2022-10-20,R1,11,75-84,F,23.2,18.1,28.7,14.0,56,12.1,0
2022-10-21,R1,13,45-54,F,26.5,20.2,31.3,13.5,44,13.4,0
2022-10-22,R1,11,65-74,F,23.1,19.8,28.6,11.7,48,14.7,0
2022-10-23,R1,7,65-74,M,22.6,16.8,25.8,9.9,44,5.0,0
2022-10-24,R1,7,55-64,M,28.3,24.4,32.6,19.9,60,15.3,0
2022-10-25,R1,14,55-64,M,23.8,17.3,28.3,9.5,40,15.3,0
2022-10-26,R1,12,85+,M,32.2,28.6,37.1,28.0,78,8.0,0
2022-10-27,R1,4,75-84,F,24.5,19.1,30.0,11.9,45,6.1,0
2022-10-28,R1,8,85+,F,29.4,22.4,33.4,23.0,68,18.8,0
2022-10-29,R1,15,65-74,F,23.6,18.5,27.1,17.8,69,13.3,0
2022-10-30,R1,8,75-84,F,23.4,17.6,28.2,8.3,38,17.6,0
2022-10-31,R1,7,45-54,F,26.6,20.8,32.6,0.6,18,23.6,0
2022-11-01,R1,14,85+,F,18.1,13.1,22.8,12.5,69,20.4,0
2022-11-02,R1,8,45-54,F,22.5,17.8,28.5,18.6,78,20.6,0
2022-11-03,R1,11,45-54,F,20.9,16.0,25.2,12.8,59,10.2,0
2022-11-04,R1,13,75-84,F,23.1,17.1,29.0,17.7,71,17.0,0
2022-11-05,R1,9,65-74,F,17.5,13.0,23.1,7.1,50,23.8,0
2022-11-06,R1,12,85+,M,23.1,16.6,26.5,6.6,34,19.7,0
2022-11-07,R1,11,75-84,M,26.5,22.0,31.2,10.3,36,12.4,0
2022-11-08,R1,7,55-64,M,24.3,17.2,28.5,8.1,35,10.9,0
2022-11-09,R1,8,55-64,F,26.3,19.7,31.8,24.9,92,14.5,0
2022-11-10,R1,15,45-54,F,22.1,17.3,25.9,13.9,59,21.5,0
2022-11-11,R1,11,85+,M,19.9,14.5,25.2,8.5,47,5.6,0
2022-11-12,R1,10,55-64,F,24.2,20.0,28.3,16.6,62,28.6,0
2022-11-13,R1,7,65-74,M,27.4,22.3,31.9,10.0,33,23.9,0
2022-11-14,R1,9,75-84,M,18.1,13.2,23.3,8.2,52,21.0,0
2022-11-15,R1,11,85+,F,21.2,17.9,26.5,3.6,31,18.1,0
2022-11-16,R1,11,85+,F,28.6,24.7,33.4,16.9,49,13.1,0
2022-11-17,R1,6,75-84,F,28.3,22.9,32.3,18.2,54,13.6,0
2022-11-18,R1,6,85+,M,19.6,14.0,25.9,16.2,80,20.4,0
2022-11-19,R1,12,65-74,M,15.8,10.3,19.7,7.8,59,18.5,0
2022-11-20,R1,9,85+,F,21.7,17.2,26.8,11.2,51,17.1,0
2022-11-21,R1,7,85+,F,20.7,14.8,24.8,9.6,49,18.0,0
2022-11-22,R1,6,75-84,M,19.4,15.4,23.9,10.6,56,18.7,0
2022-11-23,R1,7,55-64,F,19.4,15.2,25.5,0.6,28,17.6,0
2022-11-24,R1,10,75-84,F,19.1,14.2,25.2,12.4,64,12.9,0
2022-11-25,R1,16,65-74,F,20.2,15.2,24.8,19.4,95,16.9,0
2022-11-26,R1,7,75-84,M,18.5,13.6,22.6,5.7,42,24.3,0
2022-11-27,R1,8,75-84,F,15.3,10.4,20.6,8.6,64,16.9,0
2022-11-28,R1,10,55-64,M,20.1,16.4,23.5,13.1,63,26.4,0
2022-11-29,R1,12,85+,M,20.4,14.2,26.0,15.1,71,17.3,0
2022-11-30,R1,10,55-64,F,23.2,20.6,28.2,14.7,58,13.0,0
2022-12-01,R1,4,45-54,M,25.1,19.1,30.7,18.2,65,19.2,0
2022-12-02,R1,14,55-64,M,15.2,9.6,20.1,1.2,38,22.3,0
2022-12-03,R1,11,75-84,M,17.4,11.8,21.9,7.9,53,17.7,0
2022-12-04,R1,14,55-64,M,19.6,13.3,25.1,10.4,55,18.6,0
2022-12-05,R1,10,65-74,F,17.4,12.8,20.9,11.2,67,19.9,0
2022-12-06,R1,12,75-84,M,15.8,11.6,22.0,8.3,61,24.2,0
2022-12-07,R1,10,65-74,F,21.1,14.9,27.2,7.8,42,27.6,0
2022-12-08,R1,13,75-84,M,20.9,15.4,25.7,15.8,72,21.9,0
2022-12-09,R1,7,45-54,F,18.0,14.4,23.9,8.3,52,29.3,0
2022-12-10,R1,10,45-54,M,15.2,10.7,22.0,8.0,62,17.6,0
2022-12-11,R1,13,45-54,F,15.6,11.4,20.7,2.6,41,30.1,0
2022-12-12,R1,12,75-84,F,16.1,9.2,23.0,6.6,53,18.5,0
2022-12-13,R1,8,75-84,F,20.0,14.1,24.8,14.0,68,18.5,0
2022-12-14,R1,7,55-64,F,14.3,9.5,17.8,5.1,53,20.3,0
2022-12-15,R1,14,75-84,M,18.2,13.7,23.3,12.8,70,28.4,0
2022-12-16,R1,14,75-84,M,22.5,16.9,26.9,9.4,43,27.7,0
2022-12-17,R1,15,75-84,M,17.3,11.7,23.5,13.0,75,22.7,0
2022-12-18,R1,12,45-54,F,14.6,8.9,20.6,6.9,59,18.8,0
2022-12-19,R1,7,55-64,F,18.7,13.4,23.6,9.8,56,24.5,0
2022-12-20,R1,11,45-54,F,15.1,10.4,18.7,12.6,84,20.5,0
2022-12-21,R1,14,85+,M,13.4,6.7,18.5,9.4,76,30.3,0
2022-12-22,R1,11,85+,F,12.6,7.8,18.2,3.2,52,21.9,0
2022-12-23,R1,12,65-74,M,17.5,12.7,21.8,8.5,55,27.0,0
2022-12-24,R1,8,85+,F,19.6,13.8,24.0,13.4,67,26.4,0
2022-12-25,R1,10,75-84,F,12.4,6.9,18.1,2.8,51,16.8,1
2022-12-26,R1,7,85+,F,14.2,9.9,19.5,1.0,40,23.6,0
2022-12-27,R1,12,85+,M,18.3,12.6,22.3,4.7,40,19.6,0
2022-12-28,R1,10,75-84,F,15.9,10.1,20.6,4.3,46,29.1,0
2022-12-29,R1,9,45-54,F,13.2,7.2,17.5,8.3,72,13.0,0
2022-12-30,R1,14,45-54,F,11.2,5.6,17.3,0.9,49,22.9,0
2022-12-31,R1,8,45-54,F,18.4,12.9,23.2,10.9,61,27.8,0
